Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B161669,05/13/2016,11/21/2016,53500.00,,true,1,1831 Union Street,94123,2,Marina,POINT (-122.4294389456857 37.7978096478643),100,15,4,6,13,17,9,1,13,57,1,,,,15
B151970,07/27/2015,,,,,,207 Gough Street,94102,5,Hayes Valley,POINT (-122.42269358793529 37.775085568982675),100,22,4,11,9,10,9,11,7,28852,1,,,1,22
B191522,06/28/2019,,,,,,363 Bright Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46361644339933 37.71726081852139),100,65,10,1,24,24,8,6,9,64,2,,,,65
B150997,04/24/2015,,,,,,3234 Mission Street,94110,9,Bernal Heights,POINT (-122.42040530652531 37.744937809314386),100,83,9,2,2,2,7,7,2,28859,1,,,,83
B152721,,10/05/2015,135000.00,,,2,2068 Pine Street,94115,5,Pacific Heights,POINT (-122.42985774653125 37.78849382813787),100,102,4,11,30,27,9,11,13,29490,1,,,,102
B190122,01/15/2019,,,,,,6 Flora Street,94124,10,Bayview Hunters Point,POINT (-122.39423626265122 37.732636004701796),100,87,2,9,1,1,3,8,10,58,2,,,,87
B190260,02/07/2019,04/05/2019,25000.00,,,1,207 Gough Street,94102,5,Hayes Valley,POINT (-122.42269358793529 37.775085568982675),100,22,4,11,9,10,9,11,7,28852,1,,,1,22
B193065,11/25/2019,,,,,,2658 19th Avenue,94116,7,West of Twin Peaks,POINT (-122.47521045144445 37.73823466153517),100,46,10,8,41,40,8,4,1,29491,1,,,,46
B190137,01/18/2019,08/23/2019,9046.79,,,1,840 Central Avenue,94115,5,Lone Mountain/USF,POINT (-122.44498975887342 37.777355608936105),100,97,7,11,18,16,5,11,15,29490,1,,,,97
B151298,,05/21/2015,69000.00,,,4,600 Gates Street,94110,9,Bernal Heights,POINT (-122.41429507447786 37.735903158129375),100,83,9,2,2,2,7,7,2,28859,1,,,,83
B153308,11/30/2015,,,,,,1588 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44294959040745 37.776311531688904),100,97,7,11,18,16,5,11,15,29492,1,,,,97
B193175,12/02/2019,,,,,,78 Concord Street,94112,11,Excelsior,POINT (-122.44279811926893 37.71245861443257),100,58,9,1,7,5,7,6,9,28861,2,,,,58
B161819,05/25/2016,,,,,,1303 Palou Avenue,94124,10,Bayview Hunters Point,POINT (-122.38543284949448 37.73080353089971),100,86,2,9,1,1,3,8,10,58,2,,,,86
B152999,10/29/2015,01/04/2016,25000.00,,true,2,2116 17th Avenue,94116,7,West of Twin Peaks,POINT (-122.47386606172661 37.748405220778835),100,44,10,8,41,40,8,4,1,29491,1,,,,44
B200178,01/23/2020,,,,,,1900 Jefferson Street,94123,2,Marina,POINT (-122.4438661689671 37.80469068516823),100,17,4,6,13,17,9,1,13,57,1,,,,17
B190570,03/19/2019,07/31/2019,39000.00,,,1,1177 California Street,94108,3,Nob Hill,POINT (-122.4137126853138 37.7914179579125),100,16,6,3,21,21,1,10,5,28857,1,,,,16
B181936,06/25/2018,,,,,,167 Divisadero Street,94117,8,Haight Ashbury,POINT (-122.43684271191894 37.76988726524703),100,112,7,5,3,9,5,5,15,29492,1,,,,112
B183200,11/15/2018,02/01/2019,50000.00,,,2,5605 California Street,94121,1,Outer Richmond,POINT (-122.47759174250159 37.78416927851206),100,5,8,4,29,26,6,2,11,55,1,,,,5
B172461,,09/28/2017,11000.00,,true,1,3425 Cabrillo Street,94121,1,Outer Richmond,POINT (-122.49532835822612 37.773884126688756),100,8,8,4,29,26,6,2,11,55,1,,,,8
B183202,11/15/2018,,,,,,5609 California Street,94121,1,Outer Richmond,POINT (-122.47763277597144 37.78416741765522),100,5,8,4,29,26,6,2,11,55,1,,,,5
B160820,02/23/2016,03/20/2017,86250.00,,,1,115 Bartlett Street,94110,9,Mission,POINT (-122.41977712069668 37.75511262268165),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B180214,01/26/2018,,,,,,2415 45th Avenue,94116,4,Sunset/Parkside,POINT (-122.50360982177209 37.741509626309494),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B152066,08/03/2015,,,,,,53 Cervantes Boulevard,94123,2,Marina,POINT (-122.43815614062922 37.80341966397086),100,17,4,6,13,17,9,1,13,57,1,,,,17
B153379,12/03/2015,01/28/2016,23283.42,,,2,95 Corwin Street,94114,8,Twin Peaks,POINT (-122.43909731124445 37.75715212351978),100,115,3,5,38,38,4,5,2,28862,1,,,,115
B190507,03/11/2019,,,,,,738 Natoma Street,94103,6,South of Market,POINT (-122.41283530292408 37.77622214170869),100,32,1,10,34,34,2,9,8,28853,2,1,,1,32
B170845,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B180577,02/22/2018,05/25/2018,25000.00,,,1,1559 clay Street,94109,3,Nob Hill,POINT (-122.41873294092811 37.79262982015282),100,16,6,3,21,21,1,10,5,28858,1,,,,16
B163880,12/22/2016,02/27/2017,38000.00,,true,1,1450 Broadway Street,94109,3,Russian Hill,POINT (-122.42098119426167 37.796139031481),89.04,105,4,3,32,32,9,10,13,28858,1,,,,105
B190984,,04/26/2019,150000.00,,true,1,576 Chestnut Street,94133,3,North Beach,POINT (-122.41280555997842 37.80387485105352),100,106,6,3,23,23,1,10,3,308,2,,,,106
B160658,02/19/2016,04/22/2016,28000.00,,,4,327 Cornwall Street,94118,1,Inner Richmond,POINT (-122.46272342939882 37.784842717085084),100,5,8,4,11,11,6,2,11,54,1,,,,5
B153398,12/11/2015,03/29/2017,66313.27,,,3,1610 Vallejo Street,94123,2,Marina,POINT (-122.42383306216965 37.79672382584879),100,102,4,6,13,17,9,1,13,28858,1,,,,102
B161229,03/28/2016,,,,,,2506 Polk Street,94109,2,Russian Hill,POINT (-122.42248654012073 37.799788774126554),100,107,4,6,32,32,9,1,13,28858,1,,,,107
B192057,08/19/2019,11/05/2019,130000.00,,,2,1477 Guerrero Street,94110,9,Noe Valley,POINT (-122.42230020108234 37.7475776191354),100,83,9,2,22,22,7,7,2,28859,1,,,,83
B182632,09/11/2018,10/30/2018,45878.00,,true,1,4 Card Alley,94133,3,Chinatown,POINT (-122.40896484615871 37.79909156886539),100,106,6,3,6,4,1,10,3,308,2,,,,106
B183030,10/29/2018,12/24/2018,7831.48,,,1,1355 Pine Street,94109,3,Nob Hill,POINT (-122.41810418964009 37.789877975340154),100,50,6,3,21,21,1,10,13,28858,1,,,,50
B180920,,03/23/2018,20833.34,,,4,2878 16th Street,94103,9,Mission,POINT (-122.41702289977418 37.76527196042219),100,53,3,2,20,19,4,7,8,28853,2,,,,53
B161705,05/17/2016,,,,,,2861 Folsom Street,94110,9,Mission,POINT (-122.41393324458272 37.751544428064726),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B191517,06/25/2019,11/22/2019,9500.00,,,1,150 London Street,94112,11,Excelsior,POINT (-122.43239503755932 37.72661023036147),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B151130,05/07/2015,07/20/2015,53000.00,,true,2,140 26th Avenue,94121,2,Seacliff,POINT (-122.4862369138103 37.78679898272086),100,1,8,6,33,33,6,1,11,55,1,,,,1
B163381,10/21/2016,12/15/2016,1000.00,,,2,179 Burnside Avenue,94131,8,West of Twin Peaks,POINT (-122.43871124255553 37.73367249506581),100,95,9,5,41,40,7,5,9,63,1,,,,95
B151755,,07/15/2015,12500.00,,,2,1551 Sacramento Street,94109,3,Nob Hill,POINT (-122.41841944337637 37.791762121834914),100,16,6,3,21,21,1,10,5,28858,1,,,,16
B190390,02/22/2019,,,,,,2754 Baker Street,94123,2,Marina,POINT (-122.44545813331025 37.79635102757869),100,14,4,6,13,17,9,1,13,57,1,,,,14
B162799,09/07/2016,,,,,,2460 21st Avenue,94116,4,Sunset/Parkside,POINT (-122.47769987558401 37.7418343332239),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B190754,04/03/2019,07/29/2019,31000.00,,,3,2030 42nd Avenue,94116,4,Sunset/Parkside,POINT (-122.50075991009686 37.74883943758932),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B172954,11/22/2017,,,,,,1510 7th Avenue,94122,7,Inner Sunset,POINT (-122.46383961515818 37.760178215587004),100,109,7,8,14,12,5,4,1,56,1,,,,109
B172363,09/13/2017,,,,,,1330 Union Street,94109,2,Russian Hill,POINT (-122.42123667754045 37.79896367700326),100,107,4,6,32,32,9,1,13,28858,1,,,,107
B162656,,08/15/2016,5500.00,,,1,780 Hayes Street,94102,5,Hayes Valley,POINT (-122.42924584298153 37.7761458927964),100,22,4,11,9,10,9,11,7,28852,1,,,,22
B161192,03/31/2016,,,,,,910 ALABAMA Street,94110,9,Mission,POINT (-122.41148746204092 37.757284580734776),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B182689,09/24/2018,11/08/2018,24300.00,,,2,1779 29th Avenue,94122,4,Sunset/Parkside,POINT (-122.48729477566378 37.75418451107251),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172200,08/29/2017,10/17/2017,12600.00,,,2,147 Maynard Street,94112,11,Excelsior,POINT (-122.42722874152116 37.72939682871826),100,94,9,1,7,5,7,6,9,28861,2,,,,94
B161300,04/07/2016,,,,,,312 Fillmore Street,94117,5,Hayes Valley,POINT (-122.43040719722042 37.772257312610186),100,26,4,11,9,10,9,11,7,29492,1,,,,26
B163551,11/04/2016,,,,,,3234 Mission Street,94110,9,Bernal Heights,POINT (-122.42040530652531 37.744937809314386),100,83,9,2,2,2,7,7,2,28859,1,,,,83
B152729,10/06/2015,01/13/2016,20000.00,,true,1,154 Stillings Avenue,94131,7,West of Twin Peaks,POINT (-122.44326349143053 37.73462286801504),100,72,9,8,41,40,7,4,9,63,1,,,,72
B192068,08/20/2019,,,,,,1220 4th Avenue,94122,5,Inner Sunset,POINT (-122.4610056718267 37.76576774165365),100,109,7,11,14,12,5,11,15,56,1,,,,109
B171996,08/04/2017,,,,,,674 10th Avenue,94118,1,Inner Richmond,POINT (-122.46813747902324 37.77566736273541),100,5,8,4,11,11,6,2,11,54,1,,,,5
B183228,11/27/2018,12/05/2018,18750.00,,true,2,138 Noe Street,94114,8,Castro/Upper Market,POINT (-122.43343135821242 37.76684338727938),100,28,7,5,5,3,5,5,15,28862,1,,,,28
B170162,01/24/2017,,,,,,1380 Alemany Boulevard,94112,8,Outer Mission,POINT (-122.43384924739081 37.72961218168674),100,94,9,5,28,25,7,5,9,28861,1,,,,94
B171578,06/13/2017,08/11/2017,25000.00,,,2,230 Lily Street,94102,5,Hayes Valley,POINT (-122.42473023284451 37.77433059676158),100,26,4,11,9,10,9,11,7,28852,1,,,,26
B170863,03/31/2017,,,,,,2230 Leavenworth Street,94133,3,Russian Hill,POINT (-122.4178042066853 37.801619300794556),100,107,6,3,32,32,1,10,5,308,1,,,,107
B172087,08/15/2017,,,,,,545 Vallejo Street,94133,3,North Beach,POINT (-122.40630603739407 37.79883861249843),100,106,6,3,23,23,1,10,3,308,2,,,,106
B171111,04/27/2017,,,,,,550 Monterey Boulevard,94127,7,West of Twin Peaks,POINT (-122.44778207369853 37.731649188989344),100,95,9,8,41,40,7,4,9,59,1,,,,95
B192447,09/23/2019,,,,,,340 Mount Vernon Avenue,94112,11,Outer Mission,POINT (-122.44727229437066 37.718015391033255),100,80,9,1,28,25,7,6,9,28861,2,,,,80
B200321,02/11/2020,,,,,,219 Clayton Street,94117,5,Lone Mountain/USF,POINT (-122.44937046687616 37.77332977255167),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B181311,04/25/2018,06/22/2018,30000.00,,true,3,5517 Diamond Heights Boulevard,94131,8,Glen Park,POINT (-122.43602585810447 37.73963331576113),100,96,9,5,10,7,7,5,2,63,1,,,,96
B151889,07/15/2015,01/13/2017,40175.63,,,2,1810 15TH Street,94103,8,Mission,POINT (-122.42453786820417 37.76644968743229),100,37,3,5,20,19,4,5,8,28853,2,,,,37
B152707,09/29/2015,09/29/2015,14600.00,,,2,1998 Broadway Street,94123,2,Pacific Heights,POINT (-122.42996418310395 37.794960426315086),89.04,102,4,6,30,27,9,1,13,28858,1,,,,102
B163440,10/24/2016,10/27/2016,7200.00,,,1,1144 Pine Street,94109,3,Nob Hill,POINT (-122.41440097328524 37.79046372423331),100,16,6,3,21,21,1,10,5,28858,1,,,,16
B153384,12/08/2015,07/20/2016,150000.00,,,2,159 7th Avenue,94118,1,Inner Richmond,POINT (-122.46576759075549 37.78558852066119),100,4,8,4,11,11,6,2,11,54,1,,,,4
B191177,05/24/2019,08/30/2019,21000.00,,,3,1400 29th Avenue,94122,4,Sunset/Parkside,POINT (-122.48764844078967 37.761180430883364),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172602,10/17/2017,04/11/2018,52000.00,,true,1,875 30th Avenue,94121,1,Outer Richmond,POINT (-122.48965830032292 37.77281281561814),100,8,8,4,29,26,6,2,11,55,1,,,,8
B172798,11/03/2017,,,,,,541 Diamond Street,94114,8,Noe Valley,POINT (-122.43648191985768 37.753673427979436),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B172857,11/09/2017,,,,,,2425 Buchanan Street,94115,2,Pacific Heights,POINT (-122.43121810400727 37.79223406252875),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B182297,07/25/2018,,,,,,442 Guerrero Street,94110,8,Mission,POINT (-122.42417115979659 37.764082724126595),100,37,3,5,20,19,4,5,8,28859,2,,,,37
B180915,03/23/2018,12/14/2018,70000.00,,,1,1729 BALBOA Street,94121,1,Outer Richmond,POINT (-122.47729310922361 37.77657949673874),100,5,8,4,29,26,6,2,11,55,1,,,,5
B151199,,05/14/2015,30000.00,,,4,2742 Harrison Street,94110,9,Mission,POINT (-122.41206565086264 37.753537946655314),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B172077,08/14/2017,,,,,,4024 24th Street,94114,8,Noe Valley,POINT (-122.4324709261593 37.751462156030996),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B162289,07/07/2016,09/19/2016,63120.00,,,1,2441 30th Avenue,94116,4,Sunset/Parkside,POINT (-122.48750493097181 37.74176089603654),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B192273,09/06/2019,,,,,,1114 Persia Avenue,94112,11,Excelsior,POINT (-122.42710957728804 37.718838196821046),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B171003,04/13/2017,,,,,,232 liberty Street,94114,8,Castro/Upper Market,POINT (-122.42647618178458 37.75744308153519),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B192814,10/01/2019,,,,,,3446 Jennings Street,94124,10,Bayview Hunters Point,POINT (-122.39632829750255 37.71867572502884),100,88,2,9,1,1,3,8,10,58,1,,,,88
B180311,01/31/2018,,,,,,1051 Post Street,94109,6,Tenderloin,POINT (-122.4191176409574 37.786881429446495),100,50,4,10,36,36,9,9,13,28858,2,,,,50
B180889,03/19/2018,,,,,,109 Pierce Street,94117,5,Haight Ashbury,POINT (-122.43364873192249 37.77085110387446),100,26,4,11,3,9,5,11,15,29492,1,,,,26
B200135,01/16/2020,,,,,,1830 Jackson Street,94109,2,Pacific Heights,POINT (-122.42523979438246 37.79371884736495),100,102,4,6,30,27,9,1,13,28858,1,,,,102
B181504,05/08/2018,07/10/2018,193750.00,,,1,56 Mason Street,94102,6,Tenderloin,POINT (-122.40915591543965 37.78387638561761),100,19,5,10,36,36,10,9,14,28852,2,1,,1,19
B181021,03/29/2018,,,,,,390 Liberty Street,94114,8,Castro/Upper Market,POINT (-122.42991665374039 37.757276290900215),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B192361,09/19/2019,,,,,,524 Wisconsin Street,94107,10,Potrero Hill,POINT (-122.39935366162584 37.760794893987985),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B171096,04/24/2017,,,,,,1055 Mason Street,94108,3,Nob Hill,POINT (-122.41121892991819 37.79339816083511),100,16,6,3,21,21,1,10,3,28857,1,,,,16
