,Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods,poly,geo_str,name
37,B172364,09/13/2017,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
38,B162786,08/30/2016,10/13/2017,15000.0,,,1.0,2200 Larkin Street,94109.0,3.0,Russian Hill,POINT (-122.4204500957694 37.79806680379959),100.0,107.0,6.0,3.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
39,B182256,07/20/2018,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
40,B172195,08/28/2017,,,,,,1231 Vallejo Street,94109.0,3.0,Russian Hill,POINT (-122.4175540377751 37.7974261618501),100.0,107.0,6.0,3.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
41,B182254,07/20/2018,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
42,B180746,03/13/2018,,,,,,1450 Broadway Street,94109.0,3.0,Russian Hill,POINT (-122.4209811942617 37.796139031481),89.04,105.0,4.0,3.0,32.0,1.0,,,,105.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
43,B171164,05/04/2017,,,,,,1450 Broadway Street,94109.0,3.0,Russian Hill,POINT (-122.4209811942617 37.796139031481),89.04,105.0,4.0,3.0,32.0,1.0,,,,105.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
44,B161872,06/02/2016,07/18/2016,13500.0,,,1.0,1288 Green Street,94109.0,3.0,Russian Hill,POINT (-122.4203216707724 37.79814201251674),100.0,107.0,6.0,3.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
45,B172366,09/13/2017,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
46,B192979,11/07/2019,,,,,,1385 Vallejo Street,94109.0,3.0,Russian Hill,POINT (-122.4200681035864 37.79709649060845),100.0,107.0,6.0,3.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
47,B172361,09/13/2017,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
48,B161226,03/28/2016,,,,,,1272 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4202399033664 37.79911214852905),100.0,107.0,6.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
49,B151708,07/09/2015,09/01/2015,20354.0,,,2.0,2065 Larkin Street,94109.0,3.0,Russian Hill,POINT (-122.420324582084 37.79674380831801),100.0,105.0,6.0,3.0,32.0,1.0,,,,105.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
50,B191515,06/25/2019,,,,,,1335 Union Street,94109.0,3.0,Russian Hill,POINT (-122.4212780170585 37.79884716962604),100.0,105.0,4.0,3.0,32.0,1.0,,,,105.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
51,B172358,09/13/2017,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
52,B182255,07/20/2018,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
53,B182250,07/20/2018,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
54,B172293,09/07/2017,,,,,,1229 Vallejo Street,94109.0,3.0,Russian Hill,POINT (-122.4175225463548 37.79743014407236),100.0,107.0,6.0,3.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
55,B171004,04/13/2017,,,,,,1330 Union Street,94109.0,2.0,Russian Hill,POINT (-122.4212366775404 37.79896367700326),100.0,107.0,4.0,6.0,32.0,1.0,,,,107.0,"POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))","POLYGON ((-122.424275 37.799472, -122.420883 37.799902, -122.420769 37.79993899999999, -122.417587 37.800341, -122.417385 37.799414, -122.417218 37.798472, -122.416839 37.796596, -122.421768 37.795945, -122.423481 37.795739, -122.423705 37.796678, -122.424275 37.799472))",109
56,B160600,02/10/2016,,,,,,300 Buchanan Street,94102.0,5.0,Hayes Valley,POINT (-122.4271065003205 37.77255335488871),100.0,26.0,4.0,11.0,9.0,1.0,,,,26.0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))","POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02
57,B162790,09/01/2016,11/07/2016,15000.0,,True,1.0,115 Haight Street,94102.0,5.0,Hayes Valley,POINT (-122.4240487512661 37.77287145405231),100.0,27.0,4.0,11.0,9.0,1.0,,,,27.0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))","POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02
58,B170645,03/17/2017,,,,,,633 Oak Street,94117.0,5.0,Hayes Valley,POINT (-122.4297353645706 37.77406174260841),100.0,26.0,4.0,11.0,9.0,1.0,,,,26.0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))","POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02
59,B171002,04/13/2017,06/20/2018,34500.0,,True,3.0,309 Oak Street,94102.0,5.0,Hayes Valley,POINT (-122.4243256154218 37.77475140073769),100.0,26.0,4.0,11.0,9.0,1.0,,,,26.0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))","POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02
60,B170535,03/02/2017,04/25/2017,21000.0,,,2.0,350 Laguna Street,94102.0,5.0,Hayes Valley,POINT (-122.4257420295479 37.77415993776034),100.0,26.0,4.0,11.0,9.0,1.0,,,,26.0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))","POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02
61,B170650,03/17/2017,,,,,,633 Oak Street,94117.0,5.0,Hayes Valley,POINT (-122.4297353645706 37.77406174260841),100.0,26.0,4.0,11.0,9.0,1.0,,,,26.0,"POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))","POLYGON ((-122.429178 37.774181, -122.425888 37.77459899999999, -122.424246 37.774811, -122.419359 37.775432, -122.419334 37.77521, -122.422186 37.772909, -122.42262 37.772503, -122.423641 37.771828, -122.424929 37.770778, -122.425512 37.772734, -122.428802 37.772316, -122.42899 37.773248, -122.430825 37.773973, -122.429178 37.774181))",168.02
